trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset
8,125.0,1855.04,,private
13,672.0,578.19,,private
12,930.0,907.55,,private
8,202.0,584.98,,private
5,33.0,1871.2,,private
12,740.0,1966.62,,private
4,1011.0,2258.35,,private
3,84.0,411.52,,private
11,1154.0,2311.52,,private
13,870.0,567.78,,private
10,1112.0,1248.29,,private
9,986.0,2337.84,,private
4,453.0,652.08,,private
7,969.0,144.84,,private
4,278.0,393.12,,private
11,466.0,1401.87,,private
10,622.0,2075.87,,private
8,100.0,547.47,,private
11,489.0,528.7,,private
14,74.0,2497.72,,private
3,530.0,133.81,,private
4,395.0,850.57,,private
5,744.0,193.86,,private
11,950.0,773.92,,private
3,846.0,1962.48,,private
10,1149.0,1162.81,,private
3,980.0,585.77,,private
14,492.0,259.31,,private
12,152.0,788.12,,private
12,106.0,1092.7,,private
13,534.0,1888.46,,private
1,872.0,532.93,,private
12,622.0,1525.66,,private
3,766.0,1058.34,,private
7,5.0,2475.44,,private
10,77.0,8.86,,private
14,343.0,1026.04,,private
3,971.0,2385.43,,private
14,588.0,1211.44,,private
13,273.0,1989.94,,private
2,1128.0,310.69,,private
7,329.0,1973.88,,private
9,947.0,6.74,,private
14,337.0,1956.54,,private
13,590.0,687.7,,private
6,429.0,1920.31,,private
5,707.0,2471.93,,private
10,107.0,114.74,,private
1,143.0,1474.34,,private
11,518.0,164.0,,private
7,494.0,427.23,,private
6,246.0,1211.01,,private
6,542.0,1061.17,,private
14,566.0,978.56,,private
4,254.0,2214.11,,private
9,592.0,897.79,,private
6,157.0,1553.69,,private
13,175.0,797.5,,private
1,780.0,1712.61,,private
14,211.0,891.32,,private
12,955.0,1054.6,,private
14,343.0,319.16,,private
13,450.0,1706.39,,private
11,71.0,2116.44,,private
10,604.0,1997.87,,private
2,657.0,2042.77,,private
13,451.0,113.93,,private
2,853.0,1464.25,,private
13,800.0,1712.91,,private
10,551.0,1609.79,,private
10,420.0,158.88,,private
5,430.0,1950.36,,private
2,1164.0,2467.35,,private
7,1115.0,1110.17,,private
11,209.0,1321.33,,private
7,980.0,852.42,,private
13,107.0,1839.97,,private
1,880.0,1603.52,,private
3,960.0,1339.47,,private
6,344.0,2365.96,,private
10,849.0,1918.72,,private
1,795.0,924.08,,private
9,227.0,1272.62,,private
4,980.0,352.59,,private
11,613.0,2061.07,,private
13,463.0,1361.38,,private
4,172.0,254.95,,private
11,41.0,1612.76,,private
14,634.0,2321.69,,private
10,1104.0,2370.31,,private
6,62.0,1507.79,,private
8,39.0,1145.52,,private
4,704.0,213.27,,private
4,724.0,766.72,,private
9,1012.0,2164.32,,private
13,521.0,318.22,,private
6,691.0,1623.42,,private
5,884.0,639.47,,private
5,243.0,597.23,,private
6,104.0,1527.88,,private
8,407.0,2182.51,,private
5,26.0,1535.47,,private
14,124.0,1654.45,,private
9,1135.0,115.64,,private
1,549.0,12.3,,private
10,69.0,621.07,,private
6,722.0,1978.43,,private
13,1186.0,898.17,,private
7,821.0,1018.11,,private
11,358.0,1201.55,,private
10,1201.0,1812.61,,private
3,129.0,1646.72,,private
7,586.0,1098.41,,private
9,682.0,1370.63,,private
4,1193.0,1609.3,,private
1,1158.0,1145.75,,private
8,111.0,2488.38,,private
4,419.0,1358.59,,private
7,417.0,2360.14,,private
12,474.0,370.81,,private
10,1056.0,676.75,,private
13,88.0,1001.53,,private
9,885.0,299.46,,private
2,770.0,686.09,,private
2,980.0,48.16,,private
7,817.0,1340.08,,private
3,86.0,1326.81,,private
3,1079.0,2389.38,,private
2,895.0,611.68,,private
1,1014.0,884.87,,private
2,702.0,2383.28,,private
4,1105.0,1375.58,,private
11,609.0,203.98,,private
2,445.0,1521.54,,private
11,642.0,2232.36,,private
6,281.0,456.98,,private
13,879.0,2239.02,,private
4,933.0,558.71,,private
4,684.0,303.82,,private
12,154.0,1476.25,,private
8,826.0,164.44,,private
7,597.0,1839.85,,private
13,843.0,2037.91,,private
9,840.0,145.94,,private
13,552.0,2398.65,,private
14,1198.0,831.63,,private
11,760.0,1427.37,,private
8,85.0,510.92,,private
2,264.0,416.69,,private
7,571.0,322.67,,private
7,412.0,1247.38,,private
13,214.0,1444.71,,private
1,959.0,381.43,,private
11,667.0,1765.7,,private
12,675.0,2082.81,,private
6,381.0,895.76,,private
11,276.0,2060.94,,private
5,67.0,783.62,,private
2,127.0,774.91,,private
5,743.0,1555.6,,private
10,238.0,45.92,,private
1,58.0,153.85,,private
3,232.0,1298.16,,private
7,783.0,1507.57,,private
13,727.0,861.11,,private
11,240.0,2355.56,,private
13,814.0,2000.42,,private
5,737.0,1814.67,,private
11,1129.0,958.32,,private
4,1043.0,2437.02,,private
1,930.0,1750.75,,private
9,1195.0,364.24,,private
5,731.0,2468.74,,private
1,1065.0,708.81,,private
5,152.0,1985.64,,private
3,1068.0,1624.48,,private
14,254.0,2426.36,,private
12,832.0,364.41,,private
9,649.0,2178.65,,private
2,847.0,924.45,,private
12,1200.0,562.52,,private
9,409.0,1230.53,,private
4,783.0,1017.02,,private
6,498.0,999.59,,private
4,68.0,1150.29,,private
11,1088.0,2491.15,,private
5,411.0,773.62,,private
13,181.0,1351.54,,private
13,1166.0,1806.59,,private
3,855.0,224.07,,private
14,411.0,1424.28,,private
1,42.0,149.98,,private
11,1117.0,2158.19,,private
4,96.0,1357.46,,private
12,375.0,2185.37,,private
12,340.0,1483.16,,private
1,427.0,1068.9,,private
14,238.0,1722.18,,private
11,1164.0,1962.15,,private
6,395.0,1713.24,,private
6,290.0,2461.98,,private
2,585.0,444.23,,private
3,692.0,1954.21,,private
12,906.0,835.91,,private
6,392.0,1410.45,,private
7,62.0,1204.71,,private
10,912.0,2478.01,,private
4,271.0,899.59,,private
12,868.0,1017.21,,private
9,660.0,1096.46,,private
10,1134.0,12.67,,private
2,79.0,147.44,,private
14,405.0,1958.47,,private
2,426.0,209.01,,private
1,429.0,17.56,,private
13,830.0,319.21,,private
9,416.0,450.16,,private
10,812.0,1786.77,,private
6,873.0,1221.41,,private
2,914.0,2488.4,,private
11,919.0,1926.12,,private
4,1025.0,1247.58,,private
8,97.0,1472.96,,private
8,321.0,2405.56,,private
11,54.0,793.23,,private
11,68.0,499.96,,private
14,13.0,1887.77,,private
2,154.0,1343.51,,private
11,522.0,1030.15,,private
5,232.0,1139.25,,private
4,947.0,1001.22,,private
9,625.0,1309.51,,private
4,1160.0,2420.51,,private
13,950.0,613.14,,private
7,125.0,422.62,,private
2,830.0,1666.99,,private
5,868.0,862.23,,private
14,263.0,1746.88,,private
1,879.0,803.12,,private
2,926.0,181.69,,private
2,1078.0,865.96,,private
12,633.0,76.33,,private
2,284.0,2279.52,,private
2,1092.0,711.69,,private
9,570.0,1571.82,,private
6,595.0,1116.69,,private
14,615.0,1009.58,,private
4,1050.0,244.09,,private
13,481.0,1411.07,,private
6,323.0,333.26,,private
11,1003.0,1548.92,,private
14,632.0,1336.17,,private
3,1126.0,2222.63,,private
4,430.0,936.69,,private
8,324.0,1206.34,,private
9,448.0,129.88,,private
14,1184.0,843.51,,private
10,1143.0,292.21,,private
3,286.0,835.32,,private
11,312.0,2013.26,,private
6,861.0,93.81,,private
10,394.0,229.73,,private
3,449.0,314.32,,private
5,1090.0,44.31,,private
4,201.0,74.58,,private
7,1099.0,1875.44,,private
14,563.0,2222.82,,private
14,257.0,1005.14,,private
14,297.0,786.75,,private
8,1053.0,248.06,,private
2,469.0,488.31,,private
8,680.0,999.14,,private
14,39.0,1904.51,,private
9,901.0,206.01,,private
2,280.0,439.82,,private
6,453.0,1632.96,,private
7,346.0,1911.23,,private
5,145.0,170.66,,private
3,513.0,1300.19,,private
4,550.0,440.89,,private
6,805.0,202.75,,private
5,615.0,802.83,,private
11,1167.0,955.37,,private
7,571.0,431.99,,private
1,458.0,535.28,,private
2,186.0,1537.68,,private
12,1132.0,2199.08,,private
4,408.0,2305.39,,private
14,418.0,1511.34,,private
14,652.0,2246.42,,private
3,39.0,2202.27,,private
5,595.0,1518.66,,private
14,674.0,2284.81,,private
1,525.0,1672.62,,private
11,278.0,252.43,,private
8,687.0,412.11,,private
7,667.0,1930.09,,private
8,741.0,694.4,,private
9,430.0,2168.05,,private
5,910.0,363.27,,private
14,837.0,700.84,,private
10,1021.0,1070.91,,private
7,547.0,1617.82,,private
1,653.0,981.41,,private
13,659.0,2175.58,,private
9,927.0,1234.22,,private
9,973.0,551.0,,private
10,655.0,2001.64,,private
6,773.0,849.63,,private
13,301.0,195.03,,private
13,531.0,1399.79,,private
13,164.0,851.98,,private
2,911.0,971.3,,private
2,1029.0,2077.34,,private
8,860.0,2127.97,,private
4,334.0,1752.36,,private
4,156.0,421.95,,private
5,226.0,2206.13,,private
4,1050.0,171.71,,private
6,904.0,82.4,,private
1,154.0,227.51,,private
5,704.0,1273.02,,private
13,581.0,2176.69,,private
12,914.0,851.86,,private
9,1007.0,296.97,,private
10,487.0,851.45,,private
5,1112.0,1756.41,,private
7,988.0,1753.28,,private
7,653.0,1145.8,,private
7,20.0,974.11,,private
2,620.0,1863.77,,private
4,235.0,525.93,,private
7,944.0,2424.38,,private
10,716.0,1323.38,,private
8,603.0,590.86,,private
6,828.0,1717.66,,private
2,93.0,1981.68,,private
12,360.0,1970.27,,private
13,1081.0,846.42,,private
10,322.0,1710.07,,private
6,183.0,468.23,,private
12,297.0,82.78,,private
8,217.0,2391.3,,private
13,767.0,2424.05,,private
4,508.0,1899.9,,private
5,658.0,721.62,,private
7,129.0,1726.49,,private
2,700.0,1136.79,,private
7,1088.0,190.43,,private
12,985.0,2274.41,,private
8,351.0,1807.41,,private
8,995.0,1859.14,,private
8,388.0,1817.16,,private
10,566.0,48.55,,private
14,993.0,856.95,,private
4,678.0,1109.46,,private
12,66.0,1980.38,,private
12,387.0,343.46,,private
9,143.0,2108.64,,private
7,41.0,845.85,,private
12,180.0,520.18,,private
7,14.0,1969.61,,private
11,186.0,1766.08,,private
3,800.0,1838.58,,private
8,280.0,1447.4,,private
6,1110.0,1253.26,,private
10,1027.0,110.93,,private
9,58.0,537.51,,private
3,848.0,619.88,,private
8,851.0,2030.94,,private
8,773.0,2396.89,,private
7,679.0,1363.4,,private
1,739.0,1699.97,,private
14,656.0,34.75,,private
1,548.0,2421.57,,private
10,9.0,348.0,,private
11,1198.0,891.25,,private
2,52.0,1259.02,,private
10,991.0,1450.0,,private
2,629.0,795.29,,private
6,456.0,1692.3,,private
1,737.0,453.73,,private
13,373.0,878.05,,private
3,238.0,1110.66,,private
1,11.0,1143.22,,private
3,135.0,77.72,,private
12,356.0,2364.96,,private
5,1181.0,1846.46,,private
3,539.0,388.71,,private
7,792.0,512.82,,private
12,1060.0,1577.67,,private
7,1050.0,2185.3,,private
6,1177.0,415.86,,private
12,864.0,2107.39,,private
8,279.0,1429.42,,private
9,235.0,2395.25,,private
7,647.0,1186.03,,private
3,627.0,1769.96,,private
11,1165.0,1542.42,,private
10,402.0,592.51,,private
4,566.0,121.92,,private
13,892.0,1333.73,,private
7,346.0,1828.97,,private
8,455.0,1500.02,,private
9,869.0,1112.59,,private
14,1186.0,1512.27,,private
8,202.0,2086.34,,private
13,202.0,1075.02,,private
10,405.0,2217.07,,private
2,538.0,2229.03,,private
9,1067.0,133.18,,private
9,1083.0,380.44,,private
7,303.0,933.17,,private
6,499.0,1877.37,,private
2,665.0,1706.44,,private
14,998.0,2102.29,,private
8,293.0,2087.16,,private
5,381.0,2137.11,,private
9,538.0,1750.31,,private
4,1112.0,2497.51,,private
6,984.0,574.99,,private
11,1077.0,2378.56,,private
10,686.0,196.09,,private
2,544.0,2164.18,,private
3,311.0,2256.82,,private
6,499.0,1989.47,,private
9,1201.0,1557.51,,private
5,134.0,394.74,,private
13,294.0,602.17,,private
4,135.0,1603.32,,private
14,1164.0,2149.8,,private
8,849.0,1872.81,,private
8,928.0,53.94,,private
9,987.0,1533.3,,private
11,433.0,2037.92,,private
12,188.0,2239.08,,private
9,1120.0,826.45,,private
11,326.0,286.77,,private
10,400.0,256.32,,private
11,540.0,1506.33,,private
1,483.0,291.38,,private
13,1021.0,2452.04,,private
13,772.0,1951.77,,private
12,1125.0,2222.83,,private
5,955.0,2127.63,,private
14,492.0,794.74,,private
3,910.0,2083.0,,private
2,833.0,2142.84,,private
12,709.0,2305.08,,private
1,24.0,463.85,,private
4,1200.0,2176.09,,private
8,1010.0,299.06,,private
1,336.0,1541.7,,private
13,707.0,2222.27,,private
14,1096.0,118.99,,private
6,831.0,619.13,,private
3,1176.0,2084.7,,private
4,1154.0,2275.89,,private
13,47.0,1196.67,,private
4,312.0,2398.66,,private
9,295.0,1660.48,,private
14,581.0,600.11,,private
6,972.0,1498.28,,private
7,587.0,139.31,,private
12,1186.0,96.52,,private
4,851.0,721.05,,private
6,840.0,518.05,,private
4,594.0,113.89,,private
6,70.0,520.73,,private
2,47.0,951.75,,private
9,679.0,1062.15,,private
5,14.0,502.65,,private
4,504.0,1880.11,,private
6,296.0,553.76,,private
3,1043.0,1848.13,,private
8,1002.0,1616.72,,private
11,764.0,1585.96,,private
8,295.0,2442.96,,private
12,812.0,1825.43,,private
2,870.0,2034.98,,private
2,451.0,1753.52,,private
10,485.0,1616.06,,private
14,530.0,2223.31,,private
1,107.0,1532.55,,private
1,632.0,403.43,,private
9,928.0,293.47,,private
8,1069.0,831.69,,private
10,437.0,2383.07,,private
6,1137.0,1302.66,,private
7,1117.0,1814.55,,private
2,657.0,469.54,,private
2,341.0,478.55,,private
10,789.0,1952.74,,private
2,464.0,1006.05,,private
6,1000.0,2368.67,,private
9,596.0,144.55,,private
13,814.0,2457.81,,private
14,434.0,228.1,,private
4,1153.0,1692.94,,private
7,1056.0,426.84,,private
14,461.0,117.28,,private
2,1092.0,995.93,,private
13,767.0,555.33,,private
12,1124.0,2112.82,,private
5,1130.0,568.04,,private
8,1198.0,1484.45,,private
4,367.0,2128.56,,private
5,1118.0,831.32,,private
13,249.0,1063.87,,private
5,625.0,1954.84,,private
14,725.0,2254.83,,private
6,640.0,1754.75,,private
9,176.0,2100.18,,private
5,42.0,1217.91,,private
13,1043.0,1466.65,,private
2,824.0,849.27,,private
7,269.0,277.63,,private
6,510.0,1372.37,,private
3,927.0,918.74,,private
10,114.0,1460.36,,private
10,171.0,533.15,,private
10,247.0,871.31,,private
13,625.0,416.64,,private
12,192.0,2443.79,,private
10,269.0,1557.62,,private
7,1078.0,989.54,,private
9,611.0,743.43,,private
2,795.0,1373.51,,private
5,381.0,2014.98,,private
5,128.0,193.2,,private
12,79.0,1444.85,,private
9,129.0,1631.16,,private
12,1095.0,2298.23,,private
12,963.0,1876.39,,private
1,416.0,663.07,,private
1,1131.0,85.33,,private
11,237.0,1275.07,,private
12,947.0,2096.19,,private
3,35.0,1208.46,,private
12,796.0,1948.97,,private
6,547.0,87.89,,private
8,1100.0,172.78,,private
3,275.0,1882.82,,private
3,670.0,462.31,,private
11,1176.0,1549.88,,private
1,832.0,2390.95,,private
1,16.0,1569.0,,private
13,488.0,1402.64,,private
9,899.0,1356.99,,private
2,930.0,1556.3,,private
9,694.0,102.0,,private
1,590.0,748.81,,private
2,929.0,2396.03,,private
9,243.0,2126.53,,private
12,919.0,2272.84,,private
8,211.0,2200.83,,private
5,735.0,1918.76,,private
4,1179.0,2057.74,,private
13,490.0,61.28,,private
14,364.0,1980.97,,private
10,505.0,2398.7,,private
14,150.0,900.94,,private
12,655.0,1757.86,,private
1,241.0,422.79,,private
5,902.0,2409.6,,private
8,679.0,742.12,,private
10,618.0,2295.45,,private
2,691.0,71.84,,private
4,407.0,402.68,,private
9,1185.0,1939.61,,private
11,739.0,1686.62,,private
13,719.0,446.77,,private
12,323.0,43.84,,private
6,172.0,2101.2,,private
13,698.0,2247.89,,private
12,359.0,2229.78,,private
8,1037.0,505.26,,private
12,363.0,1158.43,,private
7,455.0,2341.67,,private
2,1011.0,890.16,,private
13,678.0,882.91,,private
4,870.0,2086.18,,private
8,642.0,1004.89,,private
12,641.0,131.36,,private
2,292.0,1609.12,,private
6,684.0,59.68,,private
13,191.0,1494.22,,private
14,1053.0,939.88,,private
9,1024.0,696.22,,private
14,617.0,1339.7,,private
14,1053.0,1344.13,,private
12,1063.0,2324.25,,private
10,489.0,1085.57,,private
7,563.0,1550.47,,private
2,1030.0,435.93,,private
2,1175.0,584.82,,private
2,958.0,1599.41,,private
7,343.0,133.26,,private
3,625.0,1871.01,,private
10,176.0,1066.84,,private
8,1163.0,1722.35,,private
4,313.0,871.32,,private
12,1064.0,815.8,,private
6,435.0,2462.44,,private
10,396.0,2113.73,,private
12,484.0,1189.75,,private
6,247.0,1467.93,,private
6,941.0,2050.88,,private
2,60.0,633.49,,private
1,255.0,1056.02,,private
2,1008.0,52.08,,private
5,35.0,2240.91,,private
10,56.0,462.81,,private
7,1114.0,2043.96,,private
8,728.0,1491.99,,private
10,1169.0,1403.11,,private
6,434.0,1871.4,,private
13,919.0,31.55,,private
9,732.0,416.87,,private
3,213.0,151.62,,private
3,841.0,587.22,,private
8,756.0,2162.73,,private
3,1116.0,1492.29,,private
4,997.0,2194.66,,private
1,530.0,923.75,,private
2,784.0,655.16,,private
1,1127.0,1571.35,,private
2,316.0,1556.33,,private
5,506.0,1684.44,,private
11,364.0,496.68,,private
2,650.0,700.98,,private
7,570.0,1162.48,,private
7,917.0,726.07,,private
13,963.0,914.26,,private
4,707.0,503.7,,private
4,24.0,2187.71,,private
6,57.0,77.5,,private
1,688.0,647.83,,private
12,1060.0,769.67,,private
13,174.0,903.45,,private
12,515.0,1545.08,,private
7,81.0,1692.93,,private
8,624.0,2212.89,,private
8,289.0,1654.44,,private
6,1040.0,1928.26,,private
12,1036.0,2204.49,,private
4,1128.0,687.59,,private
10,890.0,1474.45,,private
2,1125.0,2269.73,,private
8,530.0,2057.78,,private
3,884.0,632.99,,private
7,68.0,1565.7,,private
6,716.0,2294.54,,private
2,234.0,59.32,,private
11,974.0,1898.28,,private
14,361.0,1951.23,,private
10,311.0,749.62,,private
2,773.0,2087.12,,private
9,605.0,379.27,,private
6,662.0,1896.65,,private
1,175.0,2235.97,,private
10,565.0,960.52,,private
2,947.0,2230.96,,private
9,30.0,1612.94,,private
2,1062.0,231.98,,private
5,1127.0,1879.24,,private
12,891.0,756.03,,private
11,281.0,2287.74,,private
3,69.0,939.88,,private
14,103.0,540.64,,private
14,520.0,1428.94,,private
3,765.0,7.49,,private
13,128.0,1585.58,,private
9,966.0,1446.37,,private
4,1195.0,376.18,,private
6,196.0,1196.34,,private
12,929.0,1120.92,,private
13,437.0,952.57,,private
3,1021.0,447.96,,private
7,779.0,2356.19,,private
7,919.0,408.98,,private
2,227.0,1320.82,,private
4,115.0,2311.89,,private
11,724.0,1899.95,,private
9,235.0,684.27,,private
1,697.0,1319.41,,private
14,905.0,2013.85,,private
7,521.0,1319.28,,private
3,853.0,844.1,,private
11,374.0,2451.68,,private
13,1019.0,731.21,,private
2,342.0,2307.08,,private
4,239.0,872.8,,private
9,1175.0,602.58,,private
1,833.0,950.73,,private
3,1153.0,39.86,,private
13,787.0,252.97,,private
4,297.0,1534.92,,private
1,238.0,538.95,,private
9,488.0,1895.64,,private
1,588.0,153.61,,private
3,788.0,2346.14,,private
1,349.0,2464.17,,private
5,904.0,1505.17,,private
9,703.0,1685.51,,private
11,740.0,1223.18,,private
3,557.0,2163.25,,private
4,558.0,1866.02,,private
2,233.0,440.34,,private
11,284.0,87.82,,private
6,1167.0,749.26,,private
12,728.0,1844.33,,private
7,947.0,405.38,,private
4,756.0,2170.9,,private
13,612.0,1245.22,,private
10,153.0,2297.49,,private
7,279.0,1106.64,,private
8,439.0,1295.79,,private
9,888.0,385.69,,private
9,237.0,1964.41,,private
1,572.0,73.87,,private
14,1163.0,1193.88,,private
9,126.0,1094.04,,private
3,745.0,650.32,,private
4,706.0,226.22,,private
2,1084.0,86.49,,private
11,1055.0,2115.13,,private
10,25.0,1091.65,,private
4,203.0,1724.23,,private
11,939.0,1520.03,,private
8,1144.0,2359.25,,private
10,78.0,968.7,,private
10,372.0,2310.08,,private
8,298.0,1966.07,,private
7,822.0,162.24,,private
9,863.0,1281.41,,private
5,593.0,1568.2,,private
11,173.0,2209.78,,private
12,1070.0,681.46,,private
8,179.0,2302.91,,private
14,874.0,1244.62,,private
2,916.0,1738.89,,private
5,1101.0,1221.9,,private
6,497.0,585.3,,private
12,45.0,539.58,,private
5,827.0,2487.13,,private
14,175.0,1756.74,,private
1,1111.0,2250.84,,private
7,708.0,219.88,,private
9,1149.0,1407.2,,private
5,85.0,1708.07,,private
7,887.0,907.68,,private
4,1191.0,1548.65,,private
6,552.0,1376.9,,private
2,924.0,2255.38,,private
1,218.0,1817.28,,private
5,588.0,1208.03,,private
1,602.0,1666.67,,private
14,952.0,2296.86,,private
1,411.0,1726.5,,private
6,772.0,2488.79,,private
12,422.0,1187.5,,private
8,1148.0,710.92,,private
12,1129.0,1260.37,,private
3,110.0,2149.62,,private
5,82.0,1721.2,,private
6,628.0,1176.33,,private
9,392.0,1666.06,,private
1,1061.0,2423.58,,private
5,775.0,261.84,,private
7,290.0,804.84,,private
5,607.0,1683.54,,private
4,503.0,1355.37,,private
11,785.0,1888.59,,private
4,670.0,2138.26,,private
2,207.0,1641.82,,private
4,462.0,711.37,,private
1,360.0,1343.63,,private
11,519.0,279.44,,private
14,794.0,2291.21,,private
4,521.0,2239.9,,private
2,124.0,1515.36,,private
12,864.0,2248.11,,private
1,1100.0,2237.42,,private
12,275.0,1833.05,,private
14,1100.0,2090.83,,private
12,628.0,1463.09,,private
10,321.0,2162.27,,private
4,714.0,2295.42,,private
6,524.0,2051.45,,private
1,326.0,1530.04,,private
1,704.0,319.85,,private
10,316.0,1500.32,,private
11,1024.0,1516.93,,private
6,907.0,1864.59,,private
6,931.0,1050.94,,private
14,1182.0,1200.8,,private
6,619.0,1750.72,,private
12,601.0,1962.04,,private
10,1173.0,29.39,,private
12,462.0,288.59,,private
2,433.0,1348.83,,private
5,867.0,2006.32,,private
11,68.0,1894.65,,private
4,1033.0,1604.04,,private
1,269.0,1976.36,,private
12,74.0,2033.31,,private
11,747.0,866.65,,private
13,152.0,133.68,,private
11,1082.0,2489.92,,private
3,399.0,2017.71,,private
13,823.0,1984.05,,private
14,1162.0,1035.09,,private
1,584.0,1280.85,,private
8,503.0,24.31,,private
7,280.0,1714.34,,private
6,1121.0,2092.41,,private
12,740.0,1028.31,,private
11,445.0,1303.25,,private
4,438.0,825.07,,private
14,773.0,1515.0,,private
6,1028.0,1799.92,,private
14,428.0,1590.37,,private
1,1181.0,1869.37,,private
4,1081.0,1561.79,,private
12,1119.0,1926.73,,private
1,543.0,240.17,,private
3,256.0,616.93,,private
1,940.0,2068.47,,private
3,978.0,540.25,,private
11,1031.0,533.76,,private
13,56.0,731.39,,private
9,912.0,2442.8,,private
2,370.0,1001.78,,private
9,1035.0,191.52,,private
14,343.0,626.84,,private
2,18.0,1790.24,,private
13,54.0,1981.27,,private
11,254.0,1660.26,,private
7,926.0,598.97,,private
1,212.0,1740.87,,private
11,498.0,1237.86,,private
4,1164.0,1640.49,,private
6,109.0,2243.2,,private
11,435.0,312.22,,private
13,835.0,1898.95,,private
8,215.0,1602.22,,private
2,755.0,1993.85,,private
1,607.0,1535.02,,private
3,922.0,1212.76,,private
5,998.0,1645.09,,private
14,939.0,61.48,,private
10,594.0,567.85,,private
2,302.0,306.53,,private
3,423.0,806.96,,private
4,621.0,1536.89,,private
8,383.0,351.28,,private
3,529.0,2345.74,,private
13,742.0,740.44,,private
10,245.0,1282.75,,private
11,1131.0,1644.15,,private
12,736.0,1809.17,,private
8,905.0,2233.3,,private
4,673.0,2314.71,,private
5,771.0,2454.2,,private
3,502.0,2233.37,,private
10,906.0,1497.3,,private
12,731.0,718.24,,private
4,1156.0,1863.57,,private
12,836.0,2138.92,,private
13,1134.0,2228.38,,private
14,632.0,574.39,,private
8,874.0,2345.93,,private
4,605.0,1764.23,,private
8,469.0,2226.76,,private
7,890.0,2437.39,,private
13,207.0,560.73,,private
5,196.0,1046.18,,private
13,981.0,1216.6,,private
9,1014.0,1067.16,,private
14,645.0,590.55,,private
7,628.0,276.73,,private
12,198.0,1234.85,,private
14,909.0,1866.05,,private
3,839.0,2389.45,,private
10,541.0,2348.93,,private
11,353.0,1166.49,,private
13,699.0,1828.01,,private
7,700.0,87.49,,private
9,695.0,1196.76,,private
3,758.0,28.76,,private
1,526.0,1436.18,,private
10,398.0,1972.47,,private
7,119.0,489.11,,private
5,328.0,1407.98,,private
9,520.0,2225.99,,private
8,1172.0,1793.6,,private
10,909.0,2090.7,,private
9,613.0,1355.93,,private
14,556.0,126.95,,private
1,992.0,866.17,,private
11,298.0,922.98,,private
13,1142.0,2449.01,,private
8,910.0,1786.24,,private
8,199.0,1708.9,,private
14,75.0,2255.61,,private
6,1091.0,596.66,,private
12,283.0,358.33,,private
11,744.0,895.82,,private
8,769.0,568.03,,private
4,629.0,1552.13,,private
13,746.0,64.64,,private
2,997.0,2080.47,,private
12,773.0,2134.31,,private
14,495.0,1899.26,,private
12,957.0,1238.52,,private
2,910.0,1923.58,,private
5,873.0,148.06,,private
14,590.0,2426.65,,private
9,196.0,842.01,,private
7,537.0,2296.27,,private
2,1010.0,1044.25,,private
7,623.0,1998.75,,private
3,92.0,1255.37,,private
9,680.0,119.21,,private
1,355.0,1744.84,,private
5,630.0,1489.4,,private
7,23.0,1448.35,,private
8,509.0,2409.19,,private
5,168.0,860.33,,private
11,339.0,1335.18,,private
8,692.0,2310.85,,private
8,898.0,955.91,,private
14,876.0,1918.33,,private
13,1064.0,763.94,,private
2,394.0,176.04,,private
2,564.0,1494.46,,private
1,282.0,1274.29,,private
1,1117.0,1466.1,,private
11,1176.0,1212.94,,private
7,259.0,547.19,,private
10,457.0,2348.18,,private
14,477.0,1350.05,,private
1,109.0,1504.66,,private
1,560.0,1948.14,,private
11,1033.0,2391.86,,private
9,1085.0,2361.25,,private
9,946.0,711.94,,private
12,238.0,1198.09,,private
4,340.0,44.69,,private
3,656.0,571.2,,private
6,759.0,628.18,,private
5,447.0,2267.71,,private
9,281.0,1413.38,,private
7,344.0,1678.65,,private
4,1119.0,1750.32,,private
5,521.0,2153.27,,private
4,899.0,1070.34,,private
8,537.0,2062.29,,private
6,488.0,14.46,,private
6,540.0,2155.6,,private
6,1034.0,1975.28,,private
12,841.0,1694.26,,private
10,931.0,1463.01,,private
11,745.0,1983.21,,private
3,715.0,1856.01,,private
8,296.0,593.4,,private
4,458.0,745.55,,private
9,1166.0,720.24,,private
1,718.0,747.7,,private
2,1134.0,1139.41,,private
3,871.0,1423.35,,private
8,619.0,2456.36,,private
6,646.0,247.17,,private
14,888.0,797.37,,private
14,661.0,1463.71,,private
7,24.0,811.8,,private
8,833.0,2044.49,,private
2,775.0,685.22,,private
13,240.0,480.58,,private
5,1010.0,1477.58,,private
1,542.0,2167.76,,private
10,845.0,2079.96,,private
6,1137.0,1824.34,,private
8,596.0,2259.68,,private
13,105.0,502.77,,private
3,1164.0,1413.78,,private
13,268.0,345.13,,private
5,581.0,975.86,,private
9,540.0,1230.51,,private
10,790.0,408.39,,private
13,11.0,2353.86,,private
9,82.0,2208.82,,private
5,1139.0,297.7,,private
5,497.0,497.57,,private
9,1120.0,585.82,,private
9,661.0,14.05,,private
13,1056.0,831.26,,private
2,341.0,1414.37,,private
2,181.0,1607.58,,private
8,1137.0,764.11,,private
5,96.0,2181.98,,private
8,366.0,201.8,,private
1,370.0,1513.71,,private
3,711.0,1995.44,,private
8,577.0,249.11,,private
2,733.0,293.92,,private
3,427.0,579.29,,private
2,460.0,34.55,,private
3,199.0,1861.86,,private
13,512.0,2313.72,,private
2,997.0,91.4,,private
