trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset,cost_per_day,cost_per_mile,miles_per_day,cost_ratio
13,694.0,1054.31,1815.02,public,81.10076923076923,1.519178674351585,53.38461538461539,53.38461538461539
12,1088.0,1977.91,1883.21,public,164.82583333333335,1.8179319852941178,90.66666666666667,90.66666666666667
9,101.0,950.23,1281.64,public,105.58111111111111,9.408217821782179,11.222222222222221,11.222222222222221
1,170.0,2452.85,1209.08,public,2452.85,14.428529411764705,170.0,170.0
12,1135.0,475.95,1447.39,public,39.6625,0.4193392070484581,94.58333333333333,94.58333333333334
3,1109.0,2092.26,1436.66,public,697.4200000000001,1.886618575293057,369.6666666666667,369.66666666666663
7,753.0,358.13,1084.79,public,51.16142857142857,0.4756042496679947,107.57142857142857,107.57142857142857
2,521.0,467.19,667.85,public,233.595,0.8967178502879078,260.5,260.5
12,1003.0,983.23,1996.18,public,81.93583333333333,0.9802891326021934,83.58333333333333,83.58333333333333
3,269.0,708.05,799.12,public,236.01666666666665,2.632156133828996,89.66666666666667,89.66666666666667
14,646.0,2418.19,1931.21,public,172.72785714285715,3.743328173374613,46.142857142857146,46.142857142857146
14,1153.0,346.58,1292.93,public,24.755714285714284,0.30058976582827407,82.35714285714286,82.35714285714285
4,18.0,289.06,380.88,public,72.265,16.058888888888887,4.5,4.5
13,1167.0,1074.36,2197.33,public,82.64307692307692,0.9206169665809768,89.76923076923077,89.76923076923077
1,1113.0,1536.0,1403.6,public,1536.0,1.3800539083557952,1113.0,1113.0
6,930.0,1907.95,1788.75,public,317.9916666666667,2.0515591397849464,155.0,155.0
5,714.0,617.72,1164.2,public,123.54400000000001,0.8651540616246499,142.8,142.8
7,256.0,2180.53,1548.87,public,311.50428571428574,8.5176953125,36.57142857142857,36.57142857142857
9,1063.0,2497.79,1761.94,public,277.53222222222223,2.349755409219191,118.11111111111111,118.11111111111111
11,512.0,2016.19,1710.53,public,183.29,3.93787109375,46.54545454545455,46.54545454545454
9,463.0,1024.53,1476.48,public,113.83666666666666,2.2128077753779696,51.44444444444444,51.44444444444444
12,714.0,2003.23,1829.06,public,166.93583333333333,2.805644257703081,59.5,59.5
9,1165.0,1868.79,1945.95,public,207.64333333333332,1.6041115879828325,129.44444444444446,129.44444444444446
1,872.0,2420.07,1456.34,public,2420.07,2.7753096330275233,872.0,871.9999999999999
10,631.0,1220.71,1730.86,public,122.071,1.9345641838351824,63.1,63.099999999999994
9,633.0,888.17,1384.78,public,98.68555555555555,1.4031121642969984,70.33333333333333,70.33333333333333
4,1065.0,119.34,781.82,public,29.835,0.11205633802816901,266.25,266.25
12,947.0,193.05,1225.63,public,16.087500000000002,0.2038542766631468,78.91666666666667,78.91666666666667
4,159.0,568.58,647.0,public,142.145,3.575974842767296,39.75,39.75
1,292.0,449.83,363.02,public,449.83,1.5405136986301369,292.0,292.0
1,1115.0,926.13,1192.88,public,926.13,0.830609865470852,1115.0,1115.0
7,1168.0,667.94,1639.55,public,95.42,0.5718664383561645,166.85714285714286,166.85714285714283
4,348.0,2047.08,1507.04,public,511.77,5.882413793103448,87.0,87.0
8,77.0,1930.98,1485.69,public,241.3725,25.07766233766234,9.625,9.625
7,1033.0,1013.03,2119.83,public,144.71857142857144,0.9806679574056147,147.57142857142858,147.57142857142858
4,672.0,1603.52,1612.43,public,400.88,2.386190476190476,168.0,168.0
4,1191.0,999.45,1478.93,public,249.8625,0.8391687657430731,297.75,297.75
8,392.0,661.27,978.13,public,82.65875,1.6869132653061225,49.0,49.0
7,951.0,584.4,1253.76,public,83.48571428571428,0.6145110410094637,135.85714285714286,135.85714285714283
5,778.0,2423.47,1643.96,public,484.69399999999996,3.1149999999999998,155.6,155.6
11,958.0,1999.13,1900.18,public,181.73909090909092,2.086774530271399,87.0909090909091,87.0909090909091
3,186.0,1068.31,1152.04,public,356.1033333333333,5.743602150537634,62.0,62.0
5,1116.0,2460.46,1711.97,public,492.092,2.2047132616487457,223.2,223.19999999999996
13,63.0,107.92,710.25,public,8.301538461538462,1.713015873015873,4.846153846153846,4.846153846153846
6,170.0,476.99,600.23,public,79.49833333333333,2.805823529411765,28.333333333333332,28.333333333333332
3,870.0,413.23,795.8,public,137.74333333333334,0.4749770114942529,290.0,290.0
12,852.0,1957.9,1944.89,public,163.15833333333333,2.2980046948356807,71.0,71.0
6,420.0,386.77,929.16,public,64.46166666666666,0.9208809523809524,70.0,70.0
6,668.0,1922.45,1796.98,public,320.40833333333336,2.8779191616766466,111.33333333333333,111.33333333333334
8,795.0,1645.99,644.69,public,205.74875,2.070427672955975,99.375,99.375
4,420.0,927.74,1238.04,public,231.935,2.208904761904762,105.0,105.0
12,1074.0,2407.71,1843.97,public,200.6425,2.2418156424581004,89.5,89.50000000000001
12,916.0,2394.85,1740.85,public,199.57083333333333,2.6144650655021833,76.33333333333333,76.33333333333333
4,1075.0,586.17,1023.65,public,146.5425,0.5452744186046511,268.75,268.75
5,1143.0,1217.72,1745.09,public,243.544,1.0653718285214349,228.6,228.6
2,719.0,591.44,755.3,public,295.72,0.8225869262865091,359.5,359.5
4,197.0,1858.84,1416.33,public,464.71,9.435736040609136,49.25,49.25000000000001
6,248.0,395.4,710.15,public,65.89999999999999,1.5943548387096773,41.333333333333336,41.33333333333333
10,834.0,1820.8,1883.49,public,182.07999999999998,2.1832134292565946,83.4,83.4
1,1112.0,2011.44,1423.85,public,2011.44,1.8088489208633094,1112.0,1112.0
12,1189.0,1453.16,2162.13,public,121.09666666666668,1.222169890664424,99.08333333333333,99.08333333333333
14,269.0,1349.61,1832.34,public,96.40071428571427,5.017137546468401,19.214285714285715,19.21428571428571
7,671.0,1262.85,1600.42,public,180.40714285714284,1.8820417287630402,95.85714285714286,95.85714285714285
9,52.0,350.58,601.81,public,38.95333333333333,6.741923076923077,5.777777777777778,5.777777777777778
14,976.0,1526.58,1995.87,public,109.04142857142857,1.5641188524590164,69.71428571428571,69.71428571428571
2,370.0,1554.5,1311.23,public,777.25,4.201351351351351,185.0,185.0
4,1180.0,1948.55,1565.16,public,487.1375,1.6513135593220338,295.0,295.0
5,36.0,2022.94,1410.58,public,404.588,56.19277777777778,7.2,7.2
5,691.0,1030.64,1465.26,public,206.12800000000001,1.4915195369030392,138.2,138.2
8,52.0,2353.5,1485.05,public,294.1875,45.25961538461539,6.5,6.5
11,24.0,2029.04,1569.37,public,184.45818181818183,84.54333333333334,2.1818181818181817,2.1818181818181817
8,221.0,936.98,1287.0,public,117.1225,4.239728506787331,27.625,27.624999999999996
1,85.0,89.83,175.53,public,89.83,1.0568235294117647,85.0,85.0
7,803.0,12.75,1146.78,public,1.8214285714285714,0.015877957658779578,114.71428571428571,114.71428571428571
12,893.0,910.41,1862.13,public,75.86749999999999,1.0194960806270996,74.41666666666667,74.41666666666666
14,113.0,1091.13,1703.02,public,77.93785714285715,9.656017699115045,8.071428571428571,8.071428571428571
5,516.0,1878.49,669.85,public,375.698,3.640484496124031,103.2,103.19999999999999
14,904.0,2005.96,1970.01,public,143.28285714285715,2.2189823008849556,64.57142857142857,64.57142857142858
1,1058.0,1601.04,1465.9,public,1601.04,1.5132703213610585,1058.0,1058.0
14,555.0,313.73,1201.26,public,22.409285714285716,0.5652792792792793,39.642857142857146,39.64285714285714
7,738.0,730.28,1429.72,public,104.32571428571428,0.9895392953929539,105.42857142857143,105.42857142857143
8,792.0,2437.24,1556.7,public,304.655,3.077323232323232,99.0,99.0
5,831.0,432.8,901.36,public,86.56,0.5208182912154031,166.2,166.20000000000002
7,709.0,320.8,1116.62,public,45.82857142857143,0.4524682651622003,101.28571428571429,101.28571428571429
9,1078.0,161.85,1260.96,public,17.983333333333334,0.15013914656771798,119.77777777777777,119.7777777777778
2,616.0,968.93,1163.1,public,484.465,1.5729383116883116,308.0,308.0
2,570.0,2297.12,1423.86,public,1148.56,4.030035087719298,285.0,285.0
9,13.0,986.41,1271.52,public,109.60111111111111,75.8776923076923,1.4444444444444444,1.4444444444444446
7,381.0,2106.96,1705.27,public,300.9942857142857,5.530078740157481,54.42857142857143,54.42857142857142
9,460.0,2424.47,1624.68,public,269.3855555555555,5.270586956521739,51.111111111111114,51.11111111111111
4,425.0,1286.54,1449.26,public,321.635,3.0271529411764706,106.25,106.25
11,437.0,1053.24,1630.47,public,95.74909090909091,2.4101601830663615,39.72727272727273,39.72727272727273
9,1000.0,1901.79,1778.65,public,211.31,1.9017899999999999,111.11111111111111,111.11111111111111
1,553.0,1687.11,1295.34,public,1687.11,3.0508318264014465,553.0,553.0
10,5.0,1094.06,1361.08,public,109.40599999999999,218.81199999999998,0.5,0.5
12,931.0,864.21,1663.58,public,72.0175,0.9282599355531687,77.58333333333333,77.58333333333333
6,436.0,914.53,1389.11,public,152.42166666666665,2.097545871559633,72.66666666666667,72.66666666666666
3,1074.0,247.32,636.02,public,82.44,0.23027932960893854,358.0,358.0
9,896.0,1398.54,1727.1,public,155.39333333333332,1.5608705357142856,99.55555555555556,99.55555555555556
1,462.0,2047.57,1202.9,public,2047.57,4.431969696969697,462.0,462.0
3,665.0,2418.16,1490.96,public,806.0533333333333,3.636330827067669,221.66666666666666,221.66666666666666
11,532.0,2419.86,1653.69,public,219.98727272727274,4.548609022556391,48.36363636363637,48.36363636363636
9,483.0,52.64,949.04,public,5.848888888888889,0.10898550724637682,53.666666666666664,53.666666666666664
12,296.0,326.83,981.72,public,27.235833333333332,1.1041554054054052,24.666666666666668,24.666666666666668
9,131.0,1990.0,1557.2,public,221.11111111111111,15.19083969465649,14.555555555555555,14.555555555555555
6,836.0,2035.17,1718.79,public,339.195,2.434413875598086,139.33333333333334,139.33333333333331
10,532.0,1223.36,1631.49,public,122.33599999999998,2.299548872180451,53.2,53.199999999999996
14,595.0,2140.61,1989.13,public,152.9007142857143,3.5976638655462185,42.5,42.5
7,623.0,1894.02,1739.49,public,270.57428571428574,3.04016051364366,89.0,89.0
5,1077.0,2234.35,1665.23,public,446.87,2.0746053853296194,215.4,215.4
5,579.0,1018.52,1468.01,public,203.704,1.7591018998272885,115.8,115.8
8,255.0,1817.19,1510.91,public,227.14875,7.126235294117647,31.875,31.875
8,1009.0,1378.07,1903.76,public,172.25875,1.3657779980178393,126.125,126.12500000000001
10,87.0,498.96,781.97,public,49.896,5.735172413793103,8.7,8.700000000000001
1,809.0,1734.56,1447.25,public,1734.56,2.144079110012361,809.0,808.9999999999999
9,1079.0,1981.94,1763.16,public,220.21555555555557,1.8368303985171455,119.88888888888889,119.8888888888889
8,1134.0,1049.84,2073.13,public,131.23,0.925784832451499,141.75,141.75
8,403.0,654.97,895.14,public,81.87125,1.6252357320099255,50.375,50.375
8,534.0,429.88,916.02,public,53.735,0.8050187265917603,66.75,66.75
13,564.0,2245.56,1745.09,public,172.73538461538462,3.9814893617021276,43.38461538461539,43.38461538461539
2,752.0,958.29,1144.41,public,479.145,1.2743218085106383,376.0,376.0
11,293.0,1410.0,1673.7,public,128.1818181818182,4.812286689419795,26.636363636363637,26.636363636363637
5,919.0,470.23,1119.17,public,94.046,0.5116757344940153,183.8,183.8
5,103.0,333.22,573.58,public,66.644,3.2351456310679616,20.6,20.599999999999998
1,893.0,19.76,570.71,public,19.76,0.022127659574468085,893.0,893.0000000000001
12,37.0,52.65,789.01,public,4.3875,1.422972972972973,3.0833333333333335,3.0833333333333335
8,1142.0,776.74,1827.44,public,97.0925,0.6801576182136603,142.75,142.75
5,332.0,218.03,801.73,public,43.606,0.6567168674698796,66.4,66.39999999999999
7,950.0,1739.62,2032.23,public,248.51714285714283,1.831178947368421,135.71428571428572,135.7142857142857
9,223.0,1916.03,1623.73,public,212.89222222222222,8.592062780269059,24.77777777777778,24.777777777777775
6,522.0,1210.87,1577.01,public,201.81166666666664,2.3196743295019155,87.0,87.0
12,46.0,2077.07,1666.29,public,173.08916666666667,45.153695652173916,3.8333333333333335,3.833333333333333
2,252.0,1545.94,1300.19,public,772.97,6.13468253968254,126.0,126.0
14,999.0,619.42,1510.57,public,44.24428571428571,0.62004004004004,71.35714285714286,71.35714285714286
13,125.0,2004.61,1721.56,public,154.20076923076923,16.03688,9.615384615384615,9.615384615384615
9,597.0,625.99,990.84,public,69.55444444444444,1.0485594639865996,66.33333333333333,66.33333333333333
3,289.0,853.79,969.85,public,284.59666666666664,2.9542906574394463,96.33333333333333,96.33333333333333
7,953.0,1918.24,1833.56,public,274.0342857142857,2.0128436516264427,136.14285714285714,136.14285714285714
4,275.0,2359.64,1483.58,public,589.91,8.580509090909091,68.75,68.75
5,755.0,1584.41,1729.08,public,316.882,2.0985562913907287,151.0,150.99999999999997
9,803.0,880.17,1589.75,public,97.79666666666667,1.0961021170610212,89.22222222222223,89.22222222222221
11,293.0,285.14,966.87,public,25.921818181818182,0.9731740614334471,26.636363636363637,26.636363636363637
6,164.0,1460.21,1535.3,public,243.36833333333334,8.903719512195122,27.333333333333332,27.333333333333332
12,675.0,2277.93,1807.33,public,189.8275,3.374711111111111,56.25,56.25
11,859.0,146.71,1267.98,public,13.337272727272728,0.17079161816065194,78.0909090909091,78.09090909090908
2,296.0,1878.7,1354.0,public,939.35,6.34695945945946,148.0,148.0
7,300.0,2417.85,1634.04,public,345.40714285714284,8.0595,42.857142857142854,42.857142857142854
2,1155.0,1517.18,1543.17,public,758.59,1.3135757575757576,577.5,577.5
5,765.0,480.48,1038.42,public,96.096,0.628078431372549,153.0,153.0
9,1097.0,2330.2,1728.07,public,258.9111111111111,2.1241567912488604,121.88888888888889,121.88888888888889
4,422.0,2049.71,1491.9,public,512.4275,4.857132701421801,105.5,105.50000000000001
14,1020.0,510.33,1406.95,public,36.45214285714285,0.5003235294117647,72.85714285714286,72.85714285714285
4,205.0,545.57,682.22,public,136.3925,2.661317073170732,51.25,51.25
12,1046.0,1850.85,1875.72,public,154.23749999999998,1.769455066921606,87.16666666666667,87.16666666666666
4,1001.0,739.08,1116.31,public,184.77,0.7383416583416584,250.25,250.24999999999997
9,938.0,742.17,1632.1,public,82.46333333333332,0.791226012793177,104.22222222222223,104.22222222222221
5,351.0,407.74,883.11,public,81.548,1.1616524216524218,70.2,70.19999999999999
9,748.0,653.42,1249.66,public,72.60222222222222,0.8735561497326203,83.11111111111111,83.11111111111111
13,1186.0,2462.26,1906.35,public,189.4046153846154,2.0761045531197304,91.23076923076923,91.23076923076923
6,384.0,1656.04,1682.33,public,276.00666666666666,4.312604166666667,64.0,64.0
10,150.0,418.41,844.9,public,41.841,2.7894,15.0,15.0
10,783.0,158.93,993.55,public,15.893,0.2029757343550447,78.3,78.3
6,372.0,2494.69,1742.34,public,415.7816666666667,6.7061559139784945,62.0,62.00000000000001
10,958.0,1643.76,1827.18,public,164.376,1.7158246346555324,95.8,95.8
8,34.0,1225.2,1438.52,public,153.15,36.03529411764706,4.25,4.25
7,151.0,2461.93,1516.58,public,351.7042857142857,16.304172185430463,21.571428571428573,21.57142857142857
7,150.0,1379.35,1500.09,public,197.04999999999998,9.195666666666666,21.428571428571427,21.428571428571427
6,751.0,2085.98,1757.81,public,347.66333333333336,2.777603195739015,125.16666666666667,125.16666666666667
7,568.0,159.12,738.92,public,22.731428571428573,0.28014084507042253,81.14285714285714,81.14285714285715
12,574.0,2240.9,1785.72,public,186.74166666666667,3.904006968641115,47.833333333333336,47.833333333333336
13,36.0,808.38,1190.16,public,62.183076923076925,22.455,2.769230769230769,2.7692307692307696
14,595.0,1818.77,1889.9,public,129.91214285714287,3.0567563025210083,42.5,42.50000000000001
7,381.0,2342.27,1705.24,public,334.61,6.14769028871391,54.42857142857143,54.42857142857143
14,174.0,815.3,1295.14,public,58.23571428571428,4.685632183908046,12.428571428571429,12.428571428571427
11,226.0,2013.45,1590.82,public,183.04090909090908,8.909070796460178,20.545454545454547,20.545454545454543
13,137.0,1505.66,1777.72,public,115.82000000000001,10.99021897810219,10.538461538461538,10.538461538461538
13,774.0,206.45,1110.0,public,15.88076923076923,0.2667312661498708,59.53846153846154,59.53846153846153
5,1120.0,1514.91,1658.97,public,302.982,1.3525982142857143,224.0,224.00000000000003
4,862.0,2335.55,1698.94,public,583.8875,2.7094547563805107,215.5,215.5
8,829.0,1147.89,2004.34,public,143.48625,1.3846682750301569,103.625,103.625
4,380.0,446.66,764.24,public,111.665,1.175421052631579,95.0,95.00000000000001
9,238.0,1197.83,1560.78,public,133.0922222222222,5.032899159663865,26.444444444444443,26.444444444444446
13,1199.0,493.0,1634.13,public,37.92307692307692,0.41117597998331945,92.23076923076923,92.23076923076921
12,710.0,1249.41,1921.09,public,104.1175,1.7597323943661973,59.166666666666664,59.166666666666664
14,719.0,1973.14,1980.99,public,140.93857142857144,2.7442837273991656,51.357142857142854,51.35714285714286
1,482.0,1697.08,1198.24,public,1697.08,3.520912863070539,482.0,482.0
9,444.0,725.31,1062.52,public,80.58999999999999,1.633581081081081,49.333333333333336,49.33333333333333
11,610.0,1990.79,1753.56,public,180.98090909090908,3.2635901639344262,55.45454545454545,55.45454545454545
4,238.0,1707.28,1483.48,public,426.82,7.173445378151261,59.5,59.5
2,299.0,1612.7,1282.8,public,806.35,5.3936454849498325,149.5,149.5
10,273.0,799.9,1155.05,public,79.99,2.93003663003663,27.3,27.3
3,154.0,274.04,406.91,public,91.34666666666668,1.7794805194805197,51.333333333333336,51.333333333333336
7,636.0,697.02,1276.06,public,99.57428571428571,1.0959433962264151,90.85714285714286,90.85714285714285
2,1038.0,685.07,962.14,public,342.535,0.659990366088632,519.0,519.0
2,798.0,2334.41,1485.4,public,1167.205,2.9253258145363406,399.0,399.0
12,601.0,2166.56,1918.46,public,180.54666666666665,3.6049251247920133,50.083333333333336,50.08333333333333
6,290.0,814.04,1077.35,public,135.67333333333332,2.8070344827586204,48.333333333333336,48.33333333333333
8,16.0,259.02,543.56,public,32.3775,16.18875,2.0,2.0
8,303.0,1072.44,1453.25,public,134.055,3.5394059405940594,37.875,37.875
11,372.0,2048.26,1632.61,public,186.20545454545456,5.506075268817205,33.81818181818182,33.81818181818181
3,864.0,2338.52,1513.04,public,779.5066666666667,2.7066203703703704,288.0,288.0
11,913.0,2253.41,1758.56,public,204.85545454545453,2.4681380065717415,83.0,83.0
14,805.0,834.06,1683.49,public,59.575714285714284,1.0360993788819874,57.5,57.50000000000001
5,905.0,2317.31,1691.38,public,463.462,2.5605635359116024,181.0,180.99999999999997
10,728.0,226.53,1060.47,public,22.653,0.3111675824175824,72.8,72.8
4,842.0,893.25,1324.64,public,223.3125,1.0608669833729216,210.5,210.5
5,117.0,953.06,1116.8,public,190.612,8.145811965811966,23.4,23.4
12,307.0,957.17,1432.75,public,79.76416666666667,3.117817589576547,25.583333333333332,25.583333333333336
9,51.0,314.81,704.94,public,34.97888888888889,6.172745098039216,5.666666666666667,5.666666666666667
7,1071.0,841.11,1699.9,public,120.15857142857143,0.7853501400560224,153.0,153.0
13,922.0,1510.22,1967.87,public,116.17076923076924,1.6379826464208243,70.92307692307692,70.92307692307693
8,867.0,2373.39,1747.22,public,296.67375,2.7374740484429063,108.375,108.375
11,1013.0,1483.3,1952.8,public,134.84545454545454,1.46426456071076,92.0909090909091,92.0909090909091
6,1148.0,1525.81,1776.48,public,254.30166666666665,1.329102787456446,191.33333333333334,191.33333333333331
12,158.0,2195.67,1625.46,public,182.9725,13.896645569620254,13.166666666666666,13.166666666666666
5,1010.0,2054.21,1810.37,public,410.842,2.033871287128713,202.0,202.0
1,682.0,1517.04,1376.04,public,1517.04,2.224398826979472,682.0,682.0000000000001
5,14.0,78.33,406.7,public,15.666,5.595,2.8,2.8000000000000003
6,1203.0,1900.48,1972.88,public,316.74666666666667,1.5797838736492102,200.5,200.5
4,810.0,1852.31,1575.87,public,463.0775,2.2868024691358024,202.5,202.5
3,760.0,2073.25,1522.45,public,691.0833333333334,2.7279605263157896,253.33333333333334,253.33333333333334
7,868.0,625.09,1403.48,public,89.29857142857144,0.7201497695852535,124.0,124.00000000000001
7,205.0,103.31,683.1,public,14.758571428571429,0.5039512195121951,29.285714285714285,29.285714285714285
5,387.0,1882.35,1588.8,public,376.46999999999997,4.8639534883720925,77.4,77.4
11,447.0,130.07,852.02,public,11.824545454545454,0.2909843400447427,40.63636363636363,40.63636363636364
9,482.0,1348.44,1633.26,public,149.82666666666668,2.7975933609958505,53.55555555555556,53.555555555555564
7,15.0,2436.67,1459.63,public,348.0957142857143,162.44466666666668,2.142857142857143,2.142857142857143
10,955.0,1182.33,1950.3,public,118.23299999999999,1.2380418848167538,95.5,95.5
5,41.0,2314.68,1500.28,public,462.936,56.45560975609756,8.2,8.2
2,1189.0,1164.74,1666.52,public,582.37,0.97959629941127,594.5,594.5
2,762.0,519.74,752.69,public,259.87,0.6820734908136483,381.0,381.0
10,895.0,937.46,1714.8,public,93.74600000000001,1.047441340782123,89.5,89.5
13,858.0,2258.01,1889.71,public,173.69307692307694,2.631713286713287,66.0,66.0
11,650.0,524.8,1179.09,public,47.709090909090904,0.8073846153846154,59.09090909090909,59.090909090909086
4,198.0,2106.63,1450.67,public,526.6575,10.639545454545456,49.5,49.5
1,791.0,1927.75,1419.88,public,1927.75,2.437104930467762,791.0,791.0000000000001
14,1020.0,1201.75,2337.73,public,85.83928571428571,1.178186274509804,72.85714285714286,72.85714285714285
12,59.0,2247.39,1629.92,public,187.2825,38.091355932203385,4.916666666666667,4.916666666666667
8,626.0,545.84,1142.89,public,68.23,0.8719488817891374,78.25,78.25
5,57.0,559.05,639.73,public,111.80999999999999,9.807894736842105,11.4,11.399999999999999
5,908.0,716.7,1375.88,public,143.34,0.7893171806167402,181.6,181.6
13,8.0,78.44,713.71,public,6.033846153846154,9.805,0.6153846153846154,0.6153846153846154
11,684.0,672.51,1487.93,public,61.13727272727272,0.9832017543859649,62.18181818181818,62.18181818181818
4,180.0,2365.46,1443.02,public,591.365,13.141444444444444,45.0,45.0
13,511.0,1628.33,1915.79,public,125.25615384615384,3.186555772994129,39.30769230769231,39.30769230769231
4,231.0,20.39,499.26,public,5.0975,0.08826839826839827,57.75,57.75
9,1139.0,1973.31,1759.33,public,219.25666666666666,1.7324934152765583,126.55555555555556,126.55555555555556
9,578.0,1167.71,1587.21,public,129.74555555555557,2.020259515570934,64.22222222222223,64.22222222222223
14,530.0,2028.06,2079.14,public,144.86142857142858,3.826528301886792,37.857142857142854,37.85714285714286
7,316.0,141.89,837.8,public,20.27,0.4490189873417721,45.142857142857146,45.142857142857146
2,897.0,2382.39,1437.95,public,1191.195,2.655953177257525,448.5,448.5
12,121.0,608.92,1033.44,public,50.74333333333333,5.032396694214876,10.083333333333334,10.083333333333332
4,764.0,1417.94,1682.1,public,354.485,1.8559424083769633,191.0,191.0
11,663.0,2141.08,1715.29,public,194.64363636363635,3.2293815987933634,60.27272727272727,60.272727272727266
3,91.0,1640.15,1338.3,public,546.7166666666667,18.023626373626374,30.333333333333332,30.333333333333332
1,1035.0,1289.84,1317.33,public,1289.84,1.2462222222222221,1035.0,1035.0
7,125.0,193.62,616.24,public,27.66,1.5489600000000001,17.857142857142858,17.857142857142858
12,437.0,639.96,1183.74,public,53.330000000000005,1.4644393592677347,36.416666666666664,36.416666666666664
4,84.0,2243.12,1392.1,public,560.78,26.70380952380952,21.0,21.0
5,716.0,1316.6,1686.98,public,263.32,1.8388268156424579,143.2,143.20000000000002
12,18.0,2461.37,1556.78,public,205.11416666666665,136.74277777777777,1.5,1.5
3,560.0,1664.15,1419.48,public,554.7166666666667,2.9716964285714287,186.66666666666666,186.66666666666666
3,504.0,63.39,568.17,public,21.13,0.12577380952380954,168.0,167.99999999999997
5,1126.0,664.9,1336.74,public,132.98,0.5904973357015986,225.2,225.2
1,1092.0,390.55,589.11,public,390.55,0.35764652014652015,1092.0,1092.0
11,273.0,502.37,862.61,public,45.67,1.8401831501831503,24.818181818181817,24.818181818181817
4,6.0,458.7,459.21,public,114.675,76.45,1.5,1.5
1,620.0,490.45,678.74,public,490.45,0.7910483870967742,620.0,620.0
5,659.0,2083.15,1645.06,public,416.63,3.1610773899848255,131.8,131.8
12,353.0,2150.17,1765.67,public,179.18083333333334,6.091133144475921,29.416666666666668,29.416666666666664
13,618.0,1982.27,2000.39,public,152.4823076923077,3.2075566343042072,47.53846153846154,47.53846153846154
2,1158.0,2355.92,1528.91,public,1177.96,2.0344732297063906,579.0,579.0
3,512.0,1251.6,1360.76,public,417.2,2.44453125,170.66666666666666,170.66666666666669
5,840.0,941.55,1676.48,public,188.31,1.1208928571428571,168.0,168.0
7,1086.0,2319.81,1858.36,public,331.40142857142854,2.1361049723756906,155.14285714285714,155.14285714285714
13,1152.0,864.45,1797.14,public,66.49615384615385,0.7503906250000001,88.61538461538461,88.6153846153846
4,840.0,1375.42,1580.95,public,343.855,1.637404761904762,210.0,210.0
4,724.0,89.99,667.98,public,22.4975,0.12429558011049723,181.0,181.0
3,327.0,2141.92,1438.41,public,713.9733333333334,6.550214067278287,109.0,109.0
13,1055.0,2005.84,1997.52,public,154.29538461538462,1.9012701421800946,81.15384615384616,81.15384615384616
1,931.0,327.97,609.73,public,327.97,0.3522771213748658,931.0,931.0
10,108.0,2181.67,1632.42,public,218.167,20.200648148148147,10.8,10.8
13,1204.0,24.47,1344.17,public,1.8823076923076922,0.02032392026578073,92.61538461538461,92.61538461538461
5,517.0,919.25,1288.31,public,183.85,1.7780464216634428,103.4,103.4
8,897.0,1536.36,1944.62,public,192.045,1.7127759197324413,112.125,112.125
12,988.0,2492.79,1753.84,public,207.7325,2.523066801619433,82.33333333333333,82.33333333333333
1,1041.0,1630.25,1466.95,public,1630.25,1.5660422670509127,1041.0,1041.0
10,454.0,2359.42,1619.0,public,235.942,5.1969603524229075,45.4,45.4
5,406.0,1084.16,1399.39,public,216.83200000000002,2.670344827586207,81.2,81.2
4,103.0,1790.07,1394.55,public,447.5175,17.379320388349512,25.75,25.750000000000004
11,198.0,269.95,695.66,public,24.54090909090909,1.3633838383838384,18.0,18.0
4,477.0,18.97,631.5,public,4.7425,0.039769392033542975,119.25,119.25
11,67.0,2455.53,1572.91,public,223.23000000000002,36.64970149253732,6.090909090909091,6.090909090909091
7,789.0,185.73,966.26,public,26.532857142857143,0.2353992395437262,112.71428571428571,112.71428571428572
13,70.0,993.7,1492.02,public,76.43846153846154,14.195714285714287,5.384615384615385,5.384615384615384
12,59.0,858.62,1377.35,public,71.55166666666666,14.552881355932204,4.916666666666667,4.916666666666666
3,1027.0,180.0,804.96,public,60.0,0.17526777020447906,342.3333333333333,342.3333333333333
3,275.0,543.74,572.73,public,181.24666666666667,1.9772363636363637,91.66666666666667,91.66666666666667
12,180.0,384.42,873.97,public,32.035000000000004,2.135666666666667,15.0,15.0
3,334.0,2449.89,1472.53,public,816.63,7.335,111.33333333333333,111.33333333333333
7,759.0,1694.02,1960.92,public,242.00285714285715,2.2319104084321477,108.42857142857143,108.42857142857143
10,174.0,1991.96,1542.4,public,199.196,11.448045977011494,17.4,17.4
1,780.0,366.37,516.69,public,366.37,0.4697051282051282,780.0,780.0
9,934.0,415.5,1208.82,public,46.166666666666664,0.44486081370449676,103.77777777777777,103.77777777777779
8,936.0,556.28,1277.26,public,69.535,0.5943162393162393,117.0,116.99999999999999
1,1002.0,2320.13,1475.4,public,2320.13,2.315499001996008,1002.0,1002.0
7,83.0,137.84,482.65,public,19.69142857142857,1.660722891566265,11.857142857142858,11.857142857142856
9,191.0,789.52,1058.5,public,87.72444444444444,4.133612565445026,21.22222222222222,21.22222222222222
3,280.0,1090.37,1256.92,public,363.45666666666665,3.894178571428571,93.33333333333333,93.33333333333334
5,644.0,2383.17,1785.53,public,476.634,3.7005745341614906,128.8,128.8
10,498.0,992.86,1395.03,public,99.286,1.9936947791164659,49.8,49.8
4,317.0,1793.28,1518.93,public,448.32,5.6570347003154575,79.25,79.25
